idx,dong,ro,num1,num2,lat,lng
590,송천동,향교길,93,0,36.55005979,128.7876109
591,송천동,향교길,94,0,36.55003383,128.7875308
592,송천동,향교길,99,0,36.54992648,128.7878382
593,송천동,향교길,101,1,36.54999393,128.7880458
594,송천동,향교길,104,4,36.54970947,128.7877782
595,송천동,향교길,104,8,36.54961448,128.7875799
596,송천동,향교길,104,10,36.54967977,128.7875024
597,송천동,향교길,105,0,36.54981547,128.7880519
598,송천동,향교길,107,0,36.54965964,128.7881663
599,송천동,향교길,110,3,36.54942372,128.7878791
600,송천동,향교길,111,1,36.54957523,128.7883987
601,송천동,향교길,111,3,36.54986573,128.7883005
602,송천동,향교길,111,5,36.54999761,128.7884575
603,송천동,향교길,111,7,36.54972109,128.7885882
604,송천동,향교길,111,17,36.54999875,128.7887486
605,송천동,향교길,111,18,36.54935105,128.7890391
606,송천동,향교길,111,20,36.54951237,128.7890675
607,송천동,향교길,111,21,36.55005882,128.7886424
608,송천동,향교길,111,27,36.55032932,128.7884586
609,송천동,향교길,111,30,36.54932969,128.7893659
610,송천동,향교길,111,31,36.55025233,128.7886868
611,송천동,향교길,111,32,36.54941877,128.789304
612,송천동,향교길,111,34,36.5495382,128.7892931
613,송천동,향교길,111,35,36.55006238,128.7888585
614,송천동,향교길,111,39,36.54993946,128.7889047
615,송천동,향교길,111,45,36.54973106,128.7888124
616,송천동,향교길,111,57,36.54981983,128.7893747
617,송천동,향교길,111,59,36.55002264,128.7892358
618,송천동,향교길,129,0,36.54891173,128.7888871
619,송천동,향교길,131,11,36.54907099,128.7893435
620,송천동,향교길,131,12,36.54908515,128.7894709
621,송천동,향교길,141,0,36.54835594,128.7893067
622,송천동,향교길,142,0,36.54833372,128.78906
623,송천동,향교길,148,16,36.54757567,128.7889406
624,송천동,향교길,148,20,36.54739135,128.7889091
625,송천동,향교길,149,0,36.54811861,128.7895286
626,송천동,향교길,157,0,36.54796568,128.7897978
627,송천동,향교길,169,0,36.54766651,128.7904016
628,송천동,향교길,182,0,36.54741858,128.791176
629,송천동,향교길,183,0,36.54762553,128.7910411
630,송천동,향교길,185,0,36.54767403,128.791193
631,송천동,향교길,193,3,36.54805125,128.7915584
632,송천동,향교길,197,0,36.54770287,128.7917877
633,송천동,향교길,201,3,36.54801214,128.7922231
634,송천동,향교길,213,3,36.54753219,128.7928026
